station_code,station_name,latitude,longitude,state,zone,is_junction,track_degree,opened_year,established_date,historical_details,daily_footfall,platform_count,peak_crowd_level,bias_correction_flag
NCB,NEW COOCH BEHAR,26.353159,89.469766,All India,IR,1,155,1981,1981-08-16,Established 1981 under IR Railway network expansion.,3521,2,NORMAL,JUNCTION_HUB
AMP,AHMADPUR JN,23.832509,87.692841,All India,IR,1,154,1992,1992-07-27,Established 1992 under IR Railway network expansion.,3642,1,NORMAL,JUNCTION_HUB
BSLE,BATASPUR,23.880279,87.680681,All India,IR,1,154,2004,2004-07-15,Established 2004 under IR Railway network expansion.,4434,1,NORMAL,JUNCTION_HUB
EKI,EKLAKHI,25.167868,88.099492,All India,IR,1,154,1987,1987-02-22,Established 1987 under IR Railway network expansion.,3587,2,NORMAL,JUNCTION_HUB
GHH,GARHI HARSARU,28.437550,76.929697,Haryana,NR,1,154,1910,1910-12-20,Established 1910 under NR Railway network expansion.,16945,4,MODERATE,JUNCTION_HUB
KHD,KHODIYAR,23.156554,72.548244,Gujarat,WR,1,154,1910,1910-12-20,Established 1910 under WR Railway network expansion.,16945,4,MODERATE,JUNCTION_HUB
KPLE,KOPAI,23.759063,87.689548,All India,IR,1,154,1950,1950-01-21,Established 1950 under IR Railway network expansion.,18900,2,MODERATE,JUNCTION_HUB
PNE,PRANTIK,23.694435,87.693501,All India,IR,1,154,1997,1997-12-04,Established 1997 under IR Railway network expansion.,3697,2,NORMAL,JUNCTION_HUB
SHRD,SAIJ SERTHA RD,23.212600,72.520002,Gujarat,WR,1,154,1890,1890-06-26,Established 1890 under WR Railway network expansion.,19015,4,MODERATE,JUNCTION_HUB
SUNR,SURENDRANAGAR,22.744300,71.630056,Gujarat,WR,1,154,1913,1913-05-21,Established 1913 under WR Railway network expansion.,4808,1,NORMAL,JUNCTION_HUB
BDXT,BASAI DHANKOT,28.464735,76.983187,Haryana,NR,1,152,1891,1891-07-27,Established 1891 under NR Railway network expansion.,58158,4,HIGH,JUNCTION_HUB
BSBR,BANSHLAI BRIDGE,24.502611,87.862439,All India,IR,1,152,2007,2007-10-18,Established 2007 under IR Railway network expansion.,4467,2,NORMAL,JUNCTION_HUB
BWSN,BIJWASAN,28.536700,77.051292,Delhi NCT,NR,1,152,1899,1899-03-07,Established 1899 under NR Railway network expansion.,4654,1,NORMAL,JUNCTION_HUB
CTR,CHATRA,24.372846,87.849257,All India,IR,1,152,2003,2003-06-10,Established 2003 under IR Railway network expansion.,3763,2,NORMAL,JUNCTION_HUB
DEC,DELHI CANTT,28.613534,77.116577,Delhi NCT,NR,1,152,1899,1899-01-09,Established 1899 under NR Railway network expansion.,53772,4,HIGH,JUNCTION_HUB
DNW,DANGARWA,23.401485,72.441253,Gujarat,WR,1,152,1873,1873-06-10,Established 1873 under WR Railway network expansion.,3763,2,NORMAL,JUNCTION_HUB
GGN,GURGAON,28.489165,77.010739,Haryana,NR,1,152,1860,1860-05-25,Established 1860 under NR Railway network expansion.,17060,3,MODERATE,JUNCTION_HUB
JUL,JHULASAN,23.326699,72.471355,Gujarat,WR,1,152,1875,1875-08-12,Established 1875 under WR Railway network expansion.,17405,3,MODERATE,JUNCTION_HUB
MKC,MAKSI,23.251625,76.159116,All India,IR,1,152,1989,1989-04-24,Established 1989 under IR Railway network expansion.,3609,2,NORMAL,JUNCTION_HUB
MRR,MURARAI,24.440886,87.858653,All India,IR,1,152,1951,1951-02-18,Established 1951 under IR Railway network expansion.,3851,2,NORMAL,JUNCTION_HUB
NGF,NAGARNABI,24.590321,87.868075,All India,IR,1,152,1989,1989-04-24,Established 1989 under IR Railway network expansion.,3609,2,NORMAL,JUNCTION_HUB
NRX,NOADAR DHAL,23.433927,87.745014,All India,IR,1,152,1958,1958-09-25,Established 1958 under IR Railway network expansion.,3928,1,NORMAL,JUNCTION_HUB
PKR,PAKUR,24.638002,87.856054,All India,IR,1,152,2007,2007-10-14,Established 2007 under IR Railway network expansion.,3807,2,NORMAL,JUNCTION_HUB
PM,PALAM,28.585656,77.092950,Delhi NCT,NR,1,152,1907,1907-02-18,Established 1907 under NR Railway network expansion.,2927,2,NORMAL,JUNCTION_HUB
RJG,RAJGRAM,24.544607,87.867636,All India,IR,1,152,1997,1997-12-04,Established 1997 under IR Railway network expansion.,3697,2,NORMAL,JUNCTION_HUB
SMDP,SHAHABAD MOHAMADPUR,28.560927,77.071838,Delhi NCT,NR,1,152,1893,1893-09-01,Established 1893 under NR Railway network expansion.,4588,1,NORMAL,JUNCTION_HUB
TPTY,TIRUPATI MAIN,13.627630,79.418968,All India,IR,1,152,1987,1987-02-02,Established 1987 under IR Railway network expansion.,4907,2,NORMAL,JUNCTION_HUB
UMN,AMBLIYASAN,23.447386,72.423181,Gujarat,WR,1,152,1880,1880-01-17,Established 1880 under WR Railway network expansion.,17520,2,MODERATE,JUNCTION_HUB
VM,VILLUPURAM JN,11.942971,79.500101,All India,IR,1,152,1876,1876-09-01,"Villupuram Junction, crucial multi-directional trunk junction linking Chennai, Trichy, and Puducherry.",88000,6,HIGH,JUNCTION_HUB
GHY,GUWAHATI,26.182635,91.751851,All India,IR,1,151,1900,1900-01-01,Guwahati station opened by the Assam Bengal Railway connecting Brahmaputra valley.,85000,7,HIGH,JUNCTION_HUB
JDN,JAGUDAN,23.521841,72.401649,Gujarat,WR,1,151,1860,1860-05-25,Established 1860 under WR Railway network expansion.,17060,3,MODERATE,JUNCTION_HUB
ROU,ROURKELA,22.228440,84.863132,All India,IR,1,151,1956,1956-07-23,Established 1956 under IR Railway network expansion.,3906,1,NORMAL,JUNCTION_HUB
SV,SIWAN JN,26.210724,84.359267,All India,IR,1,151,1999,1999-02-02,Established 1999 under IR Railway network expansion.,3059,2,NORMAL,JUNCTION_HUB
ADF,ADINA,25.114397,88.123180,All India,IR,1,150,1973,1973-12-08,Established 1973 under IR Railway network expansion.,3433,2,NORMAL,JUNCTION_HUB
AKT,AKALTARA,22.029121,82.422049,All India,IR,1,150,1994,1994-09-01,Established 1994 under IR Railway network expansion.,3664,1,NORMAL,JUNCTION_HUB
BBMN,BARI BRAHMAN,32.638960,74.916171,Jammu and Kashmir,NR,1,150,1872,1872-12-08,Established 1872 under NR Railway network expansion.,4357,2,NORMAL,JUNCTION_HUB
BDHY,BUDHI,32.440429,75.432931,Jammu and Kashmir,NR,1,150,1880,1880-08-16,Established 1880 under NR Railway network expansion.,18785,3,MODERATE,JUNCTION_HUB
CAN,KANNUR,11.870694,75.368327,Kerala,SR,1,150,1905,1905-07-15,Established 1905 under SR Railway network expansion.,16830,2,MODERATE,JUNCTION_HUB
CHNR,CHHAN ARORIAN,32.461311,75.359045,Jammu and Kashmir,NR,1,150,1884,1884-12-20,Established 1884 under NR Railway network expansion.,4489,2,NORMAL,JUNCTION_HUB
CKDL,CHAKDAYALA,32.478914,75.304858,Jammu and Kashmir,NR,1,150,1871,1871-11-07,Established 1871 under NR Railway network expansion.,4346,1,NORMAL,JUNCTION_HUB
CPH,CHAMPA,22.034731,82.665149,All India,IR,1,150,1989,1989-04-24,Established 1989 under IR Railway network expansion.,3609,2,NORMAL,JUNCTION_HUB
GHGL,GHAGWAL,32.504286,75.213604,Jammu and Kashmir,NR,1,150,1875,1875-03-11,Established 1875 under NR Railway network expansion.,18670,4,MODERATE,JUNCTION_HUB
GTW,GATORA,22.053427,82.227670,All India,IR,1,150,1952,1952-03-19,Established 1952 under IR Railway network expansion.,3862,1,NORMAL,JUNCTION_HUB
HRNR,HIRA NAGAR,32.487007,75.268733,Jammu and Kashmir,NR,1,150,1899,1899-03-07,Established 1899 under NR Railway network expansion.,4654,1,NORMAL,JUNCTION_HUB
JRMG,JAIRAMNAGAR,22.034344,82.296511,All India,IR,1,150,1954,1954-05-25,Established 1954 under IR Railway network expansion.,4544,1,NORMAL,JUNCTION_HUB
KHA,Khaigaon,22.011786,76.481257,Madhya Pradesh,WCR,1,150,1952,1952-09-17,Established 1952 under WCR Railway network expansion.,3532,1,NORMAL,JUNCTION_HUB
KPNA,KAPAN,22.026018,82.494827,All India,IR,1,150,2008,2008-11-19,Established 2008 under IR Railway network expansion.,4478,1,NORMAL,JUNCTION_HUB
KSX,KOTSHILA,23.411691,86.079548,All India,IR,1,150,1956,1956-07-23,Established 1956 under IR Railway network expansion.,3906,1,NORMAL,JUNCTION_HUB
KTHU,KATHUA,32.397897,75.551922,Jammu and Kashmir,NR,1,150,1901,1901-05-09,Established 1901 under NR Railway network expansion.,4676,1,NORMAL,JUNCTION_HUB
KTSH,KOTMI SONAN HLT,22.024158,82.360215,All India,IR,1,150,1964,1964-03-07,Established 1964 under IR Railway network expansion.,4654,1,NORMAL,JUNCTION_HUB
MDPB,MADHOPUR PUNJAB,32.359168,75.594728,Punjab,NR,1,150,1876,1876-04-12,Established 1876 under NR Railway network expansion.,4401,2,NORMAL,JUNCTION_HUB
NIA,NAILA,22.022964,82.564589,All India,IR,1,150,1986,1986-01-21,Established 1986 under IR Railway network expansion.,3576,1,NORMAL,JUNCTION_HUB
OMLF,OLD MALDA,25.053174,88.143718,All India,IR,1,150,1952,1952-03-23,Established 1952 under IR Railway network expansion.,4522,1,NORMAL,JUNCTION_HUB
SJNP,SUJANPUR,32.311980,75.613465,Punjab,NR,1,150,1900,1900-04-08,Established 1900 under NR Railway network expansion.,19245,2,MODERATE,JUNCTION_HUB
SMBX,SAMBA,32.528358,75.120256,Jammu and Kashmir,NR,1,150,1899,1899-03-07,Established 1899 under NR Railway network expansion.,4654,1,NORMAL,JUNCTION_HUB
VJPJ,VIJAYPUR JAMMU,32.571970,75.020996,Jammu and Kashmir,NR,1,150,1899,1899-03-07,Established 1899 under NR Railway network expansion.,4654,1,NORMAL,JUNCTION_HUB
ARJ,AUNRIHAR JN,25.544660,83.187272,Uttar Pradesh,NER,1,149,1936,1936-06-26,Established 1936 under NER Railway network expansion.,54503,6,HIGH,JUNCTION_HUB
AGP,AGARPARA,22.682505,88.384761,All India,IR,1,148,1986,1986-01-21,Established 1986 under IR Railway network expansion.,3576,1,NORMAL,JUNCTION_HUB
AKY,AKKURTI,13.782896,79.668642,All India,IR,1,148,1999,1999-02-06,Established 1999 under IR Railway network expansion.,3719,2,NORMAL,JUNCTION_HUB
ATM,ALTAGRAM,26.608131,88.946682,All India,IR,1,148,1996,1996-11-03,Established 1996 under IR Railway network expansion.,3686,1,NORMAL,JUNCTION_HUB
BEH,BAGDIHI,21.951046,84.186310,All India,IR,1,148,1977,1977-04-12,Established 1977 under IR Railway network expansion.,3477,2,NORMAL,JUNCTION_HUB
BLH,BELGHARIA,22.661900,88.389455,All India,IR,1,148,1984,1984-11-19,Established 1984 under IR Railway network expansion.,3554,1,NORMAL,JUNCTION_HUB
BMB,BAMRA,22.051355,84.291044,All India,IR,1,148,1979,1979-06-14,Established 1979 under IR Railway network expansion.,3499,2,NORMAL,JUNCTION_HUB
BP,BARRACKPORE,22.761065,88.371428,All India,IR,1,148,1976,1976-03-07,Established 1976 under IR Railway network expansion.,2806,1,NORMAL,JUNCTION_HUB
BYXA,BETGARA,26.612665,88.885559,All India,IR,1,148,1958,1958-09-01,Established 1958 under IR Railway network expansion.,4588,1,NORMAL,JUNCTION_HUB
CCA,CHIGICHERLA,14.517474,77.683488,All India,IR,1,148,1969,1969-08-04,Established 1969 under IR Railway network expansion.,3389,2,NORMAL,JUNCTION_HUB
DIH,DHARUADIHI,21.995145,84.223691,All India,IR,1,148,1983,1983-10-18,Established 1983 under IR Railway network expansion.,3543,2,NORMAL,JUNCTION_HUB
DMM,DHARMAVARAM JN,14.424369,77.717115,All India,IR,1,148,1992,1992-07-27,Established 1992 under IR Railway network expansion.,3642,1,NORMAL,JUNCTION_HUB
DMRX,DUMRI HALT,25.245936,86.028396,All India,IR,1,148,1965,1965-04-08,Established 1965 under IR Railway network expansion.,19245,2,MODERATE,JUNCTION_HUB
DQG,DHUPGURI,26.573532,88.994973,All India,IR,1,148,1990,1990-05-25,Established 1990 under IR Railway network expansion.,17060,3,MODERATE,JUNCTION_HUB
DTV,DHUTRA,21.896882,84.091098,All India,IR,1,148,2008,2008-11-15,Established 2008 under IR Railway network expansion.,55234,5,HIGH,JUNCTION_HUB
FLK,FALAKATA,26.538396,89.192275,All India,IR,1,148,1991,1991-06-26,Established 1991 under IR Railway network expansion.,54503,6,HIGH,JUNCTION_HUB
GDX,GHOKSADANGA,26.422886,89.278011,All India,IR,1,148,1997,1997-12-04,Established 1997 under IR Railway network expansion.,3697,2,NORMAL,JUNCTION_HUB
GP,RAJ GANGPUR,22.186062,84.582051,All India,IR,1,148,1981,1981-08-12,Established 1981 under IR Railway network expansion.,2861,2,NORMAL,JUNCTION_HUB
GPH,GARPOS,22.134204,84.418434,All India,IR,1,148,1993,1993-08-28,Established 1993 under IR Railway network expansion.,3653,2,NORMAL,JUNCTION_HUB
IP,ICHHAPUR,22.799819,88.373420,All India,IR,1,148,1983,1983-10-14,Established 1983 under IR Railway network expansion.,51579,4,HIGH,JUNCTION_HUB
JGDL,JAGADAL,22.850814,88.394596,All India,IR,1,148,1999,1999-02-10,Established 1999 under IR Railway network expansion.,57427,5,HIGH,JUNCTION_HUB
JPE,JALPAIGURI ROAD,26.559017,88.709453,All India,IR,1,148,1993,1993-08-28,Established 1993 under IR Railway network expansion.,3653,2,NORMAL,JUNCTION_HUB
KDH,KHARDAHA,22.725065,88.377157,All India,IR,1,148,1985,1985-12-20,Established 1985 under IR Railway network expansion.,16945,4,MODERATE,JUNCTION_HUB
KHRS,KHARESHWAR ROAD,23.062785,71.980472,Gujarat,WR,1,148,1897,1897-01-05,Established 1897 under WR Railway network expansion.,4632,1,NORMAL,JUNCTION_HUB
KHT,SRI KALAHASTI,13.746362,79.683041,All India,IR,1,148,2001,2001-04-08,Established 2001 under IR Railway network expansion.,3741,2,NORMAL,JUNCTION_HUB
KLG,KALUNGA,22.222144,84.733673,All India,IR,1,148,1992,1992-07-27,Established 1992 under IR Railway network expansion.,3642,1,NORMAL,JUNCTION_HUB
KLGR,KHALAIGRAM,26.550420,89.052194,All India,IR,1,148,1954,1954-05-25,Established 1954 under IR Railway network expansion.,4544,1,NORMAL,JUNCTION_HUB
KNR,KANKINARA,22.865170,88.404501,All India,IR,1,148,2005,2005-08-12,Established 2005 under IR Railway network expansion.,17405,3,MODERATE,JUNCTION_HUB
KQA,KONDAGUNTA,14.080028,79.793920,All India,IR,1,148,1991,1991-06-26,Established 1991 under IR Railway network expansion.,54503,6,HIGH,JUNCTION_HUB
KXN,KANSHBAHAL,22.215278,84.666289,All India,IR,1,148,1951,1951-02-18,Established 1951 under IR Railway network expansion.,3851,2,NORMAL,JUNCTION_HUB
LPR,LILAPUR ROAD,22.954447,71.862567,Gujarat,WR,1,148,1878,1878-11-15,Established 1878 under WR Railway network expansion.,55234,5,HIGH,JUNCTION_HUB
NBS,NEW BANESWAR,26.395022,89.510422,All India,IR,1,148,1997,1997-12-04,Established 1997 under IR Railway network expansion.,3697,2,NORMAL,JUNCTION_HUB
NDZ,NIDIGALLU,13.988306,79.660594,All India,IR,1,148,2006,2006-09-13,Established 2006 under IR Railway network expansion.,3796,1,NORMAL,JUNCTION_HUB
NH,NAIHATI JN,22.888555,88.418500,All India,IR,1,148,1980,1980-07-11,Established 1980 under IR Railway network expansion.,15450,2,MODERATE,JUNCTION_HUB
NMX,NEW MAYNAGURI,26.578607,88.822868,All India,IR,1,148,1953,1953-04-20,Established 1953 under IR Railway network expansion.,3873,2,NORMAL,JUNCTION_HUB
NQH,NEW DOMOHANI,26.569681,88.786572,All India,IR,1,148,2001,2001-04-08,Established 2001 under IR Railway network expansion.,3741,2,NORMAL,JUNCTION_HUB
PN,PANSAR,23.307875,72.479750,Gujarat,WR,1,148,1908,1908-03-19,Established 1908 under WR Railway network expansion.,2938,1,NORMAL,JUNCTION_HUB
PNPL,PANPALI,21.915686,84.139173,All India,IR,1,148,1964,1964-03-07,Established 1964 under IR Railway network expansion.,4654,1,NORMAL,JUNCTION_HUB
PPO,PANPOSH,22.228538,84.804627,All India,IR,1,148,2009,2009-12-16,Established 2009 under IR Railway network expansion.,3829,2,NORMAL,JUNCTION_HUB
PQZ,PUNDIBARI,26.413245,89.393542,All India,IR,1,148,1961,1961-12-28,Established 1961 under IR Railway network expansion.,3961,2,NORMAL,JUNCTION_HUB
PTF,PALTA,22.782449,88.369524,All India,IR,1,148,2004,2004-07-11,Established 2004 under IR Railway network expansion.,3774,1,NORMAL,JUNCTION_HUB
RCG,RACHAGUNNARI,13.714631,79.629853,All India,IR,1,148,1990,1990-05-25,Established 1990 under IR Railway network expansion.,17060,3,MODERATE,JUNCTION_HUB
SEP,SODPUR,22.698851,88.382193,All India,IR,1,148,2002,2002-05-09,Established 2002 under IR Railway network expansion.,3752,1,NORMAL,JUNCTION_HUB
SJRR,SAJHERPAR,26.422445,89.352274,All India,IR,1,148,1971,1971-10-14,Established 1971 under IR Railway network expansion.,4731,2,NORMAL,JUNCTION_HUB
SNR,SHYAMNAGAR,22.828781,88.380423,All India,IR,1,148,1953,1953-04-20,Established 1953 under IR Railway network expansion.,3873,2,NORMAL,JUNCTION_HUB
SOGR,SOGRA,22.153756,84.459478,All India,IR,1,148,1965,1965-04-08,Established 1965 under IR Railway network expansion.,19245,2,MODERATE,JUNCTION_HUB
SR,SABLI ROAD,23.034807,71.952643,Gujarat,WR,1,148,1860,1860-10-26,Established 1860 under WR Railway network expansion.,15795,2,MODERATE,JUNCTION_HUB
SXN,SONAKHAN,22.166579,84.519562,All India,IR,1,148,1959,1959-10-26,Established 1959 under IR Railway network expansion.,3939,2,NORMAL,JUNCTION_HUB
SXX,SALBARI,26.546061,89.105527,All India,IR,1,148,1969,1969-08-08,Established 1969 under IR Railway network expansion.,4049,2,NORMAL,JUNCTION_HUB
TGH,TITAGARH,22.741680,88.374057,All India,IR,1,148,1997,1997-12-04,Established 1997 under IR Railway network expansion.,3697,2,NORMAL,JUNCTION_HUB
TGM,TANGARMUNDA,22.094070,84.358612,All India,IR,1,148,2002,2002-05-09,Established 2002 under IR Railway network expansion.,3752,1,NORMAL,JUNCTION_HUB
VDD,VENDODU,14.026947,79.728400,All India,IR,1,148,1992,1992-07-27,Established 1992 under IR Railway network expansion.,3642,1,NORMAL,JUNCTION_HUB
VKI,VENKATAGIRI,13.943864,79.603987,All India,IR,1,148,2004,2004-07-11,Established 2004 under IR Railway network expansion.,3774,1,NORMAL,JUNCTION_HUB
VNRD,VANI ROAD,23.095062,72.003529,Gujarat,WR,1,148,1899,1899-03-07,Established 1899 under WR Railway network expansion.,4654,1,NORMAL,JUNCTION_HUB
YAL,YATALURU,13.893494,79.626238,All India,IR,1,148,2000,2000-03-07,Established 2000 under IR Railway network expansion.,17290,4,MODERATE,JUNCTION_HUB
YLK,YELLAKARU,13.846460,79.650572,All India,IR,1,148,1950,1950-01-17,Established 1950 under IR Railway network expansion.,17520,2,MODERATE,JUNCTION_HUB
YPD,YERPEDU,13.689108,79.578514,All India,IR,1,148,2007,2007-10-14,Established 2007 under IR Railway network expansion.,3807,2,NORMAL,JUNCTION_HUB
ZPL,ZANGALAPALLE,14.591854,77.640854,All India,IR,1,148,1956,1956-07-23,Established 1956 under IR Railway network expansion.,3906,1,NORMAL,JUNCTION_HUB
VRDP,VARADAPUR,12.922660,78.191568,All India,IR,1,147,1966,1966-05-09,Established 1966 under IR Railway network expansion.,4676,1,NORMAL,JUNCTION_HUB
YNK,YELHANKA JN,13.102795,77.593069,All India,IR,1,147,1952,1952-03-19,Established 1952 under IR Railway network expansion.,3862,1,NORMAL,JUNCTION_HUB
AAG,ANGAR,17.954256,75.599875,MAHARASHTRA,CR,1,146,1896,1896-10-06,Established 1896 under CR Railway network expansion.,3411,2,NORMAL,JUNCTION_HUB
ATP,ANANTAPUR,14.686478,77.595312,All India,IR,1,146,1999,1999-02-06,Established 1999 under IR Railway network expansion.,3719,2,NORMAL,JUNCTION_HUB
AWL,ALAWALPUR,31.425164,75.642236,Punjab,NR,1,146,1868,1868-01-05,Established 1868 under NR Railway network expansion.,3708,1,NORMAL,JUNCTION_HUB
AZR,AZAMNAGAR ROAD,25.555556,87.852328,All India,IR,1,146,2007,2007-10-14,Established 2007 under IR Railway network expansion.,3807,2,NORMAL,JUNCTION_HUB
BALE,BALE,17.676186,75.845086,MAHARASHTRA,CR,1,146,1861,1861-01-25,Established 1861 under CR Railway network expansion.,4236,1,NORMAL,JUNCTION_HUB
BNGL,BHANGALA,32.019515,75.612313,Punjab,NR,1,146,1876,1876-04-12,Established 1876 under NR Railway network expansion.,4401,2,NORMAL,JUNCTION_HUB
BPRS,BHOGPUR SIRWAL,31.556594,75.645223,Punjab,NR,1,146,1896,1896-12-04,Established 1896 under NR Railway network expansion.,4621,2,NORMAL,JUNCTION_HUB
BWPB,BHAWANIPUR BIHAR,25.594616,87.867751,All India,IR,1,146,2009,2009-12-20,Established 2009 under IR Railway network expansion.,4489,2,NORMAL,JUNCTION_HUB
CGH,CHOLANG,31.617260,75.639894,Punjab,NR,1,146,1905,1905-07-15,Established 1905 under NR Railway network expansion.,16830,2,MODERATE,JUNCTION_HUB
CKKN,CHAK KALAN,32.083103,75.623498,Punjab,NR,1,146,1880,1880-08-16,Established 1880 under NR Railway network expansion.,18785,3,MODERATE,JUNCTION_HUB
DRE,DHOGRI,31.402780,75.635791,Punjab,NR,1,146,1914,1914-04-24,Established 1914 under NR Railway network expansion.,3609,2,NORMAL,JUNCTION_HUB
EN,ISAND,23.294039,72.484975,Gujarat,WR,1,146,1897,1897-04-08,Established 1897 under WR Railway network expansion.,2817,2,NORMAL,JUNCTION_HUB
GAG,GANGAGHAT,23.361398,85.507050,All India,IR,1,146,1977,1977-04-12,Established 1977 under IR Railway network expansion.,3477,2,NORMAL,JUNCTION_HUB
GILA,GHIALA,32.151615,75.643939,Punjab,NR,1,146,1870,1870-10-06,Established 1870 under NR Railway network expansion.,18555,2,MODERATE,JUNCTION_HUB
GSB,GARNA SAHIB,31.780562,75.653492,Punjab,NR,1,146,1860,1860-05-25,Established 1860 under NR Railway network expansion.,17060,3,MODERATE,JUNCTION_HUB
GWYR,Greenways Road,13.020276,80.251715,Tamil Nadu,SR,1,146,1914,1914-06-22,Established 1914 under SR Railway network expansion.,4819,2,NORMAL,JUNCTION_HUB
INDR,Indira Nagar,10.810000,79.010000,Tamil Nadu,SR,1,146,1886,1886-02-22,Established 1886 under SR Railway network expansion.,4511,2,NORMAL,JUNCTION_HUB
KITA,KITA,23.364885,85.764248,All India,IR,1,146,2007,2007-10-18,Established 2007 under IR Railway network expansion.,4467,2,NORMAL,JUNCTION_HUB
KKL,KALA BAKRA,31.475181,75.630348,Punjab,NR,1,146,1866,1866-11-03,Established 1866 under NR Railway network expansion.,3686,1,NORMAL,JUNCTION_HUB
KNDI,KANDRORI,32.184403,75.668807,Himachal Pradesh,NR,1,146,1879,1879-07-15,Established 1879 under NR Railway network expansion.,4434,1,NORMAL,JUNCTION_HUB
